model_name,dataset_name,split,perplexity,loss,tokens_evaluated,model_params,time_seconds
bdh_best,shakespeare,val,4.275275818362365,1.452848619222641,20480,25296896,3.7160966396331787
gpt2,shakespeare,val,528.6846639074176,6.2703921556472775,20480,124439808,1.7976195812225342
